,Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
916003,556422,SAFEWAY  1551,Supermarket,1410,E John St, ,Seattle,WA,98112,5218,KING,47.61997,-122.3139,07/29/1998, 
916004,431923,SAFEWAY  0219,Supermarket,3900,S Othello St, ,Seattle,WA,98118,3543,KING,47.53707,-122.2833,02/29/2000, 
916006,520378,SAFEWAY  1885,Supermarket,516,1st Ave W, ,Seattle,WA,98119,3926,KING,47.62428,-122.358,06/25/2003, 
916007,472236,SAFEWAY  1845,Supermarket,8704,Greenwood Ave N, ,Seattle,WA,98103,3616,KING,47.69263,-122.3553,06/25/2003, 
916010,532141,SAFEWAY 1586,Supermarket,12318,15th Ave NE, ,Seattle,WA,98125,4820,KING,47.71891,-122.3126,09/16/2010, 
916011,1012707,Safeway 2932,Supermarket,2622,California Ave SW, ,Seattle,WA,98116,2459,KING,47.58066,-122.3865,06/27/2011, 
916015,1245125,Safeway 3120,Supermarket,12725,1st Ave S, ,Seattle,WA,98168,2683,KING,47.48866,-122.3339,04/20/2016, 
916017,982309,Safeway Fuel 2932,Supermarket,4115,SW Admiral Way, ,Seattle,WA,98116,2517,KING,47.58116,-122.3848,12/02/2010,01/04/2012
916021,667737,SAFEWAY STORE  3196,Supermarket,3920,Stone Way N, ,Seattle,WA,98103,8008,KING,0.0,0.0,04/09/1968,11/29/2001
916022,630566,SAFEWAY STORE  3516,Supermarket,9650,15th Ave SW, ,Seattle,WA,98106,2820,KING,0.0,0.0,04/09/1968,05/07/2001
916023,573143,SAFEWAY STORE  3389,Supermarket,8704,Greenwood Ave N, ,Seattle,WA,98103,3616,KING,0.0,0.0,04/11/1968,05/31/2002
916024,592457,SAFEWAY STORE  347,Supermarket,516,1st Ave W, ,Seattle,WA,98119,3926,KING,0.0,0.0,04/11/1968,10/22/2001
916025,353716,SAFEWAY STORE 1993,Supermarket,2201,E Madison St, ,Seattle,WA,98112,5336,KING,47.61839,-122.3036,09/24/2004, 
916027,587435,SAFEWAY STORE #441  ,Supermarket,4208,Rainier Ave S, ,Seattle,WA,98118,1357,KING,0.0,0.0,05/08/1968,07/17/1995
916028,262533,SAFEWAY STORE #445  ,Supermarket,6400,8th Ave NW, ,Seattle,WA,98107,2204,KING,0.0,0.0,06/06/1968,12/14/1994
916033,246676,SAHARA MARKET  ,Unknown,2303,3rd Ave, ,Seattle,WA,98121,1711,KING,47.6147,-122.3449,04/29/2004,09/12/2006
916034,1123519,Sahra International Market  ,Small Grocery Store,7126,Martin Luther King Jr Way S,Ste 105,Seattle,WA,98118,3595,KING,47.53802,-122.2814,01/08/2014,12/09/2014
916035,1186594,Sahra International Market  ,Small Grocery Store,7126,Martin Luther King Jr Way S,Ste 105,Seattle,WA,98118,3595,KING,47.53802,-122.2814,07/07/2015,07/18/2016
916036,1005040,Saigon Town Seafood Market  ,Medium Grocery Store,6951,Martin Luther King Jr Way S, ,Seattle,WA,98118,3545,KING,47.53941,-122.2825,06/22/2011,03/18/2012
916037,952684,SAKTONG PINOY STORE  ,Convenience Store,5999,Rainier Ave S, ,Seattle,WA,98118,2763,KING,47.5475,-122.2755,07/20/2010,01/26/2012
916038,692237,SALAMA MARKET  ,Medium Grocery Store,9471,Rainier Ave S, ,Seattle,WA,98118,5565,KING,0.0,0.0,07/10/2002,07/14/2003
916039,554422,SALAMA MARKET  ,Small Grocery Store,9471,Rainier Ave S, ,Seattle,WA,98118,5565,KING,47.52016,-122.2622,08/06/2003,05/09/2006
916040,510600,SALAMA MARKET HALAL MEAT  ,Small Grocery Store,9471,Rainier Ave S, ,Seattle,WA,98118,5565,KING,0.0,0.0,04/27/2001,06/04/2002
916041,257294,SALEH'S DELICATESSEN  ,Convenience Store,2401,NW 80th St, ,Seattle,WA,98117,4450,KING,0.0,0.0,03/06/1997,08/14/2001
916042,922472,Saleh's Delicatessen  ,Convenience Store,2401,NW 80th St, ,Seattle,WA,98117,4450,KING,47.68678,-122.3879,11/17/2009, 
916050,879362,Sam's Club 6687,Super Store,13550,Aurora Ave N, ,Seattle,WA,98133,7512,KING,47.72781,-122.345,01/14/2009,01/28/2018
916064,733800,San Marco Grocery and Deli  ,Convenience Store,8416,5th Ave NE, ,Seattle,WA,98115,4121,KING,47.6898,-122.3229,12/16/2004,03/05/2014
916066,964936,Sandhu's Arco Am Pm Mini Market  ,Convenience Store,2200,4th Ave S, ,Seattle,WA,98134,1515,KING,47.58375,-122.329,09/20/2010,09/26/2016
916067,710884,SANDPOINT THRIFTWAY #608  ,Supermarket,5440,Sand Point Way NE, ,Seattle,WA,98105,2167,KING,0.0,0.0,06/20/1988,11/29/1994
916068,463795,SANG TAING HENG  ,Medium Grocery Store,7300,Martin Luther King Jr Way S,# 1,Seattle,WA,98118, ,KING,47.53633,-122.2806,04/20/2000,10/15/2008
916076,696995,SAVE WAY MARKET  ,Convenience Store,109,Occidental Ave S, ,Seattle,WA,98104,2517,KING,0.0,0.0,09/05/1991,10/18/1993
916078,373817,SAVEWAY MARKET  ,Convenience Store,109,Occidental Ave S, ,Seattle,WA,98104,2517,KING,0.0,0.0,10/19/1993,06/29/1995
916079,568279,SAVEWAY MARKET  ,Convenience Store,109,Occidental Ave S, ,Seattle,WA,98104,2517,KING,47.60164,-122.333,08/17/2000,01/03/2013
916080,486600,SAVEWAY MART  ,Convenience Store,109,Occidental Ave S, ,Seattle,WA,98104,2517,KING,0.0,0.0,07/03/1995,02/08/1998
916081,1025114,SB Greenwood  ,Convenience Store,14401,Greenwood Ave N, ,Seattle,WA,98133,6814,KING,47.73343,-122.3556,01/03/2012,10/22/2012
916086,843982,Sea Mart  ,Convenience Store,1513,SW Holden St, ,Seattle,WA,98106, ,KING,47.53368,-122.3547,02/21/2008,08/30/2011
916087,1038672,Sea Mart  ,Convenience Store,1513,Sw Holden Street, ,Seattle,WA,98106, ,KING,47.53368,-122.3547,04/13/2012, 
916095,1343806,"Sea-ko, Inc. 1",Convenience Store,7500,Mlk Jr Way S, ,Seattle,WA,98118,3735,KING,47.53455,-122.2806,11/14/2018,10/19/2020
916103,982019,Seaport Food Mart  ,Convenience Store,7801,Detroit Ave SW, ,Seattle,WA,98106,3901,KING,47.53379,-122.338,01/03/2011,03/01/2016
916104,1285229,Seaport Food Mart  ,Convenience Store,7801,Detroit Ave Sw, ,Seattle,WA,98106,3901,KING,47.5337,-122.338,05/24/2017,09/17/2020
916109,783988,SEASONS MARKET  ,Convenience Store,2503,Beacon Ave S, ,Seattle,WA,98144,5125,KING,47.58093,-122.3138,09/26/2006,05/16/2007
916121,901119,SEATTLE CHINESE HERB & GROCERY INC  ,Meat/Poultry Specialty,1203,S Jackson St, ,Seattle,WA,98144,2018,KING,47.59916,-122.3171,07/07/2009,02/14/2011
916122,901119,SEATTLE CHINESE HERB & GROCERY INC  ,Meat/Poultry Specialty,1203,S Jackson St, ,Seattle,WA,98144,2018,KING,47.59916,-122.3171,02/16/2011,04/11/2011
916123,1365391,Seattle Chinese Herbs  ,Combination Grocery/Other,6951,Martin Luther King Jr Way S,Ste 105,Seattle,WA,98118,3545,KING,47.53943,-122.2825,06/05/2019, 
916124,460684,SEATTLE DELI  ,Unknown,1221,S Main St Ste 104, ,Seattle,WA,98144,2089,KING,0.0,0.0,03/03/1994,11/15/1998
916125,1060668,Seattle Food Mart  ,Convenience Store,3405,4th Ave S, ,Seattle,WA,98134,1904,KING,47.57368,-122.3291,07/02/2012,08/24/2015
916126,546009,SEATTLE FRESH MEAT CENTER  ,Meat/Poultry Specialty,7300,M L King Jr Way S, ,Seattle,WA,98118,3716,KING,47.53633,-122.2806,10/15/2002,09/12/2006
916127,974781,Seattle International Market & Meat Inc  ,Medium Grocery Store,12325,Roosevelt Way NE, ,Seattle,WA,98125,4813,KING,47.71809,-122.3182,11/02/2010,03/18/2013
916128,1347114,Seattle Mart Llc  ,Convenience Store,409,2nd Avenue Ext S, ,Seattle,WA,98104,2880,KING,47.60149,-122.3319,04/18/2019,11/28/2019
916129,605153,SEATTLE MEAT & PRODUCE  ,Meat/Poultry Specialty,1040,S Jackson St, ,Seattle,WA,98104,3016,KING,0.0,0.0,02/06/1987,12/24/2002
916130,306061,SEATTLE SOURDOUGH-WATERFRT  1088,Bakery Specialty,1301,Alaskan Way, ,Seattle,WA,98101,2013,KING,0.0,0.0,03/18/1997,12/14/1999
916131,555078,SEATTLE SUPER MARKET  ,Super Store,4801,Beacon Ave S, ,Seattle,WA,98108,1502,KING,47.55912,-122.3046,08/20/1992, 
916132,547941,SEAWAVES SEAFOOD  ,Seafood Specialty,12640,Renton Ave S, ,Seattle,WA,98178,3711,KING,0.0,0.0,12/05/1990,10/26/1993
916133,1255354,Sebhat Injera Bread  ,Combination Grocery/Other,4270,S Mead St, ,Seattle,WA,98118,2702,KING,47.55045,-122.2778,08/23/2016, 
916135,569637,SELAM IMPORT EXPORT  ,Bakery Specialty,3537,S Brandon St, ,Seattle,WA,98118,6125,KING,0.0,0.0,01/16/1996,09/01/1998
916136,277456,SEMIRA'S GROCERY  ,Convenience Store,2601,E Yesler Way, ,Seattle,WA,98122,6151,KING,47.60163,-122.2987,02/24/2004, 
916137,1264160,Senait Store Market  ,Small Grocery Store,3116,NE 125th St, ,Seattle,WA,98125,4515,KING,47.71929,-122.2945,10/27/2016, 
916139,752254,Seng Heng Asian Market  ,Meat/Poultry Specialty,6464,Martin Luther King Jr Way S,Ste 104,Seattle,WA,98118,3182,KING,47.54431,-122.2845,05/18/2005,10/30/2011
916140,1089876,Seng Heng Asian Market  ,Combination Grocery/Other,6464,Martin Luther King Jr Way S,Ste 104,Seattle,WA,98118,3182,KING,47.54431,-122.2845,06/26/2013,08/10/2016
916147,426355,SEVEN STAR MINI MARKET  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,0.0,0.0,06/25/1996,10/31/1997
916148,282305,SEVEN STAR MINI MART  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,0.0,0.0,12/22/1994,05/05/1995
916149,365400,SEVEN STAR MINI MART  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,0.0,0.0,05/22/1995,06/10/1996
916150,281076,SEVEN STAR MINI MART  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,0.0,0.0,11/14/1997,12/01/1999
916151,502806,SEVEN STAR MINI MART  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,0.0,0.0,12/29/1999,09/30/2001
916152,710171,SEVEN STAR MINI MART  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,0.0,0.0,12/14/2001,06/30/2004
916153,1000873,Seven Star Mini Mart  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,47.59919,-122.3074,06/20/2011,06/03/2013
916154,1095363,Seven Star Mini Mart  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,47.59919,-122.3074,06/18/2013,05/17/2018
916155,1324154,Seven Star Mini Mart  ,Convenience Store,1917,S Jackson St, ,Seattle,WA,98144,2224,KING,47.59923,-122.3067,07/10/2018, 
916156,1170058,Seward Park Market  ,Convenience Store,9436,Rainier Ave S, ,Seattle,WA,98118,5504,KING,47.52007,-122.2634,10/22/2014,02/22/2015
916157,1182081,Seward Park Market  ,Convenience Store,9436,Rainier Ave S, ,Seattle,WA,98118,5504,KING,47.52007,-122.2634,03/02/2015,01/23/2017
916158,1271203,Seward Park Market  ,Convenience Store,9436,Rainier Ave S, ,Seattle,WA,98118,5504,KING,47.5201,-122.2632,01/24/2017, 
916160,1067878,Shabelle Market  ,Small Grocery Store,8730,Rainier Ave S, ,Seattle,WA,98118,4927,KING,47.52435,-122.27,09/10/2012,06/30/2014
916161,1154198,Shabelle Market  ,Small Grocery Store,8730,Rainier Ave S, ,Seattle,WA,98118,4927,KING,47.52443,-122.27,07/01/2014,09/03/2018
916168,1060615,Shangani  ,Small Grocery Store,8824,Renton Ave S, ,Seattle,WA,98118,4919,KING,47.52415,-122.2765,05/10/2013,04/20/2017
916169,887042,SHARIF GROCERY & HALAL INC  ,Medium Grocery Store,8334,Rainier Ave S,Ste 101,Seattle,WA,98118,4680,KING,47.52852,-122.27,04/01/2009,12/04/2011
916170,887042,SHARIF GROCERY & HALAL INC  ,Medium Grocery Store,8334,Rainier Ave S,Ste 101,Seattle,WA,98118,4680,KING,47.52852,-122.27,07/05/2012, 
916171,922471,Sharif's  ,Convenience Store,2804,NW Market St, ,Seattle,WA,98107,4214,KING,47.6687,-122.3932,11/17/2009,12/19/2013
916175,1165856,Sheger Grocery And Deli  ,Convenience Store,4411,S Mead St, ,Seattle,WA,98118,2785,KING,47.55039,-122.2771,10/03/2014,04/11/2019
916178,1042959,Shell 422,Convenience Store,2501,NE 75th St, ,Seattle,WA,98115,4675,KING,47.68304,-122.3001,04/13/2012,11/07/2021
916179,1206525,Shell 102 420,Convenience Store,511,S Dearborn St, ,Seattle,WA,98134,1318,KING,47.59581,-122.3275,07/20/2015,09/22/2021
916180,1236998,Shell 103 421,Convenience Store,1013,Ne 45th St, ,Seattle,WA,98105,4613,KING,47.66125,-122.3169,03/01/2016,09/22/2021
916181,1206570,Shell 105 423,Convenience Store,700,12th Ave, ,Seattle,WA,98122,4408,KING,47.6083,-122.3167,07/20/2015,09/22/2021
916182,1237002,Shell 106 424,Convenience Store,812,Ne 65th St, ,Seattle,WA,98115,5540,KING,47.67588,-122.319,03/01/2016,09/22/2021
916184,1125191,Shell Food Mart 426,Convenience Store,852,Rainier Ave S, ,Seattle,WA,98144,2838,KING,47.59434,-122.3104,02/10/2014,09/22/2021
916185,617114,SHELL MADISON EXPRESS LANE  ,Convenience Store,1701,E Madison St, ,Seattle,WA,98122,2732,KING,47.61573,-122.3097,10/15/2003, 
916191,1272509,Shero Meda Market 1,Small Grocery Store,323,23rd Ave S, ,Seattle,WA,98144,2305,KING,47.59976,-122.3023,03/30/2017,09/03/2018
916192,1085294,Shiikhey Grocery Halal Meat & Fashions  ,Convenience Store,5041,Rainier Ave S,Ste 104,Seattle,WA,98118,1946,KING,47.55673,-122.2845,01/22/2013,12/09/2014
916193,898179,SHIIL GROCERY & HALAL MEAT  ,Small Grocery Store,4505,Martin Luther King Jr Way S, ,Seattle,WA,98108,2174,KING,47.5627,-122.2948,07/16/2009,04/29/2015
916194,1186858,Shiil Grocery & Halal Meat  ,Convenience Store,4505,Martin Luther King Jr Way S, ,Seattle,WA,98108,2174,KING,47.56256,-122.2947,03/25/2015,12/27/2017
916196,731194,Shola Grocery & Deli  ,Convenience Store,3810,S Edmunds St, ,Seattle,WA,98118,1730,KING,47.55868,-122.2849,10/28/2004,01/27/2016
916200,743494,SHOP RITE  ,Convenience Store,222,Wall St, ,Seattle,WA,98121,1431,KING,47.61554,-122.3477,03/16/2005,07/28/2005
916202,977284,Shoreline 76  ,Convenience Store,1554,NE 145th St, ,Seattle,WA,98155, ,KING,47.73396,-122.3105,01/25/2011,07/21/2021
916203,977284,Shoreline 76  ,Convenience Store,1554,NE 145th St, ,Seattle,WA,98155, ,KING,47.73396,-122.3105,08/20/2021,10/14/2021
916208,411420,SHOREWOOD GROCERY  ,Convenience Store,10455,26th Ave SW, ,Seattle,WA,98146,1206,KING,0.0,0.0,07/10/1989,09/28/1993
916209,443737,SHOREWOOD GROCERY  ,Convenience Store,10455,26th Ave SW, ,Seattle,WA,98146,1206,KING,0.0,0.0,12/02/1993,06/02/1998
916210,680962,SHOREWOOD GROCERY  ,Convenience Store,10455,26th Ave SW, ,Seattle,WA,98146,1206,KING,0.0,0.0,06/26/1998,09/09/2004
916211,730785,Shorewood Grocery  ,Convenience Store,10455,26th Ave SW, ,Seattle,WA,98146,1206,KING,47.50856,-122.3659,10/28/2004,10/04/2005
916212,769638,SHOREWOOD GROCERY  ,Convenience Store,10455,26th Ave SW, ,Seattle,WA,98146,1206,KING,47.50856,-122.3659,11/02/2005,07/04/2018
916213,1326381,Shorewood Grocery  ,Convenience Store,10455,26th Ave SW, ,Seattle,WA,98146,1206,KING,47.50843,-122.3658,07/26/2018, 
916214,504692,SHORT STOP DELI & GROCERY  ,Convenience Store,6317,California Ave SW, ,Seattle,WA,98136,1829,KING,0.0,0.0,07/08/1987,07/27/1993
916215,511927,SHORT STOP GROCERY  ,Convenience Store,6317,California Ave SW, ,Seattle,WA,98136,1829,KING,0.0,0.0,12/01/1994,11/28/2000
916216,930975,Short Stop Grocery & Deli  ,Convenience Store,6317,California Ave SW, ,Seattle,WA,98136,1829,KING,47.546,-122.3873,01/14/2010,09/26/2016
916218,913978,Sidecar for Pigs Peace  ,Fruits/Veg Specialty,5270,University Way NE,Ste B,Seattle,WA,98105,1903,KING,47.66838,-122.313,10/07/2009,04/13/2015
916220,823869,SITE 17  ,Convenience Store,2500,Western Ave, ,Seattle,WA,98121,1308,KING,47.61416,-122.3497,07/24/2007,10/14/2008
916221,918193,Site 17  ,Convenience Store,2500,Western Ave, ,Seattle,WA,98121,1308,KING,47.61416,-122.3497,01/27/2010,09/30/2014
916222,673670,SITE 17 DELI & GROCERY  ,Convenience Store,2500,Western Ave, ,Seattle,WA,98121,1308,KING,0.0,0.0,05/31/2001,10/26/2003
916223,1218372,Site 17 Deli & Grocery  ,Convenience Store,2500,Western Ave,Site 17,Seattle,WA,98121,1308,KING,47.61423,-122.3496,12/04/2015,05/06/2021
916224,1218372,Site 17 Deli & Grocery  ,Convenience Store,2500,Western Ave,Site 17,Seattle,WA,98121,1308,KING,47.61423,-122.3496,06/01/2021, 
916225,460677,SITE 17 GROCERY & DELI  ,Convenience Store,2500,Western Ave, ,Seattle,WA,98121,1308,KING,47.61416,-122.3497,11/13/2003,07/23/2007
916228,1324169,Sky Mart  ,Convenience Store,7200,E Marginal Way S, ,Seattle,WA,98108,3510,KING,47.5385,-122.3203,06/15/2018,08/06/2020
916229,1415110,Sky Mart Shell  ,Convenience Store,7200,E Marginal Way S, ,Seattle,WA,98108,3510,KING,47.5388,-122.3199,08/07/2020, 
916230,898885,Skyway Gasoline  ,Convenience Store,11655,Renton Ave S, ,Seattle,WA,98178,3045,KING,47.49757,-122.2485,06/22/2009,09/27/2017
916231,1015884,Skyway Gasoline 2,Convenience Store,11900,Renton Ave S, ,Seattle,WA,98178,3734,KING,47.49659,-122.2429,06/05/2012, 
916232,1299003,Skyway Gasoline  ,Convenience Store,11655,Renton Ave S, ,Seattle,WA,98178,3045,KING,47.4975,-122.2484,10/11/2017, 
916233,1089222,Skyway Grocery Outlet  ,Supermarket,11656,68th Ave S, ,Seattle,WA,98178,2916,KING,47.49764,-122.2488,03/06/2013, 
916234,371712,SKYWAY IGA FOODS  ,Supermarket,12600,Renton Ave S, ,Seattle,WA,98178,3711,KING,47.49138,-122.2399,05/27/2004,05/03/2006
916235,237756,SKYWAY MARKET  ,Fruits/Veg Specialty,12640,Renton Ave S, ,Seattle,WA,98178,3711,KING,0.0,0.0,05/01/1996,11/14/1999
916236,443468,SKYWAY MARKET PLACE  ,Supermarket,11656,68th Ave S, ,Seattle,WA,98178,2916,KING,0.0,0.0,01/16/1994,09/19/1998
916237,437831,SKYWAY MARKET PLACE #170  ,Supermarket,11656,68th Ave S, ,Seattle,WA,98178,2916,KING,0.0,0.0,09/20/1998,02/19/2001
916238,829013,Skyway Mart  ,Convenience Store,12546,Renton Ave S, ,Seattle,WA,98178,3709,KING,47.49176,-122.2401,08/29/2007,09/16/2012
916239,1052226,Skyway Mart  ,Convenience Store,12546,Renton Ave S, ,Seattle,WA,98178,3709,KING,47.49176,-122.2401,09/28/2012,08/27/2017
916240,1294504,Skyway Mart 1,Convenience Store,12546,Renton Ave S, ,Seattle,WA,98178,3709,KING,47.49192,-122.2403,09/14/2017,04/14/2020
916241,1400745,Skyway Mart  ,Convenience Store,12546,Renton Ave S, ,Seattle,WA,98178,3709,KING,47.49185,-122.2402,04/15/2020, 
916242,1273308,Skyway Shell 1,Convenience Store,11809,Renton Ave S, ,Seattle,WA,98178,3723,KING,47.49712,-122.2472,03/21/2017, 
916243,328849,SKYWAY SUPER VALU FOODS  ,Supermarket,12600,Renton Ave S, ,Seattle,WA,98178,3711,KING,0.0,0.0,12/05/1994,05/26/2004
916244,639689,SKYWAY WAREHOUSE MARKET  ,Supermarket,12600,Renton Ave S, ,Seattle,WA,98178,3711,KING,0.0,0.0,07/22/1988,04/28/1994
916245,387963,SKYWAY WAREHOUSE MARKET  ,Supermarket,12600,Renton Ave S, ,Seattle,WA,98178,3711,KING,0.0,0.0,05/02/1994,12/11/1994
916247,740028,Smile Farm  ,Fruits/Veg Specialty,7216,Aurora Ave N, ,Seattle,WA,98103,5355,KING,47.68179,-122.3444,01/18/2005,06/05/2006
916249,721203,SMITH BRO'S GROCERY  ,Convenience Store,7001,24th Ave NW, ,Seattle,WA,98117,5845,KING,0.0,0.0,11/06/1990,12/31/1993
916252,371877,SMITH BROTHERS GROCERY  ,Convenience Store,7001,24th Ave NW, ,Seattle,WA,98117,5845,KING,0.0,0.0,06/08/1994,01/09/1996
916253,371877,SMITH BROTHERS GROCERY  ,Convenience Store,7001,24th Ave NW, ,Seattle,WA,98117,5845,KING,0.0,0.0,04/16/1996,12/25/1997
916254,736808,Smoke Lounge  ,Convenience Store,409,2nd Avenue Ext S, ,Seattle,WA,98104,2880,KING,47.59911,-122.3297,12/16/2004,04/24/2007
916267,361585,SOJIBOY'S ASIAN EXPRESS  ,Convenience Store,2122,14th Ave S, ,Seattle,WA,98144,4208,KING,0.0,0.0,03/21/1990,11/08/1993
916270,863219,Solom Grocery and Deli  ,Convenience Store,5100,Rainier Ave S, ,Seattle,WA,98118,1929,KING,47.55647,-122.284,10/08/2008,06/14/2012
916275,356583,Song's Polynesian Market & Deli  ,Medium Grocery Store,8825,Martin Luther King Jr Way S, ,Seattle,WA,98118,4906,KING,47.52418,-122.2791,08/17/1990, 
916279,281239,"Sosio's Fruit and Produce, Inc  ",Fruits/Veg Specialty,1527,Pike Pl, ,Seattle,WA,98101,1526,KING,47.60901,-122.3412,02/24/1988, 
916280,333636,SOUND GROCERY  ,Convenience Store,2127,3rd Ave, ,Seattle,WA,98121,2321,KING,47.61334,-122.3426,05/23/1991,05/10/2006
916287,521903,SOUTH PARK 76  ,Convenience Store,8819,14th Ave S, ,Seattle,WA,98108,4809,KING,47.52413,-122.315,10/12/1995,06/16/2021
916288,898828,SOUTH PARK CHEVRON  ,Combination Grocery/Other,9525,14th Ave S, ,Seattle,WA,98108,5047,KING,47.51746,-122.3151,05/28/2009,05/10/2015
916289,1196480,South Park Food And Fuel  ,Convenience Store,9525,14th Ave S, ,Seattle,WA,98108,5047,KING,47.51746,-122.3151,05/27/2015,02/05/2017
916297,1081381,South Park Food Center  ,Convenience Store,8909,14th Ave S, ,Seattle,WA,98108,4818,KING,47.52364,-122.315,11/27/2012,07/05/2015
916298,1184963,South Park Food Center  ,Convenience Store,8909,14th Ave S, ,Seattle,WA,98108, ,KING,47.52364,-122.315,04/01/2015,05/31/2020
916299,433882,South Sea Grocery  ,Convenience Store,917,E Jefferson St, ,Seattle,WA,98122,5333,KING,47.60617,-122.3199,06/18/1996,03/28/2006
916300,433882,South Sea Grocery  ,Convenience Store,917,E Jefferson St, ,Seattle,WA,98122,5333,KING,47.60617,-122.3199,10/24/2007, 
916302,562823,SOUTH SEATTLE MARKET  ,Convenience Store,6352,35th Ave SW, ,Seattle,WA,98126,3004,KING,0.0,0.0,07/16/1992,06/30/1995
916303,491979,SOUTH SEATTLE MARKET  ,Convenience Store,6352,35th Ave SW, ,Seattle,WA,98126,3004,KING,0.0,0.0,07/19/1995,04/08/1996
916304,474671,SOUTH SEATTLE MARKET  ,Convenience Store,6352,35th Ave SW, ,Seattle,WA,98126,3004,KING,0.0,0.0,10/31/1997,04/15/2002
916305,351746,SOUTH SEATTLE MARKET  ,Convenience Store,6352,35th Ave SW, ,Seattle,WA,98126,3004,KING,0.0,0.0,04/15/2002,02/10/2004
916306,816087,SOUTH SEATTLE MARKET  ,Convenience Store,6352,35th Ave SW, ,Seattle,WA,98126,3004,KING,47.54552,-122.3763,05/10/2007,02/19/2009
916313,1268061,Southpark Shell  ,Convenience Store,9525,14th Ave S, ,Seattle,WA,98108,5047,KING,47.51746,-122.3151,02/21/2017, 
916314,1294338,Southwest Deli & Grocery  ,Small Grocery Store,3413,SW Graham St, ,Seattle,WA,98126,3158,KING,47.54647,-122.3759,08/29/2017, 
916315,468891,SP MART  ,Convenience Store,7500,25th Ave NE Ste A, ,Seattle,WA,98115,4634,KING,0.0,0.0,12/11/1997,11/30/1999
916317,834356,SP Mart  ,Convenience Store,7500,25TH Ave NE, ,Seattle,WA,98115, ,KING,47.68329,-122.3008,11/07/2007,08/31/2010
916319,249845,SPEED E MART  ,Convenience Store,9625,Renton Ave S, ,Seattle,WA,98118,5719,KING,47.51633,-122.2689,07/24/2002,12/11/2005
916320,773110,SPEED E MART  ,Convenience Store,9625,Renton Ave S, ,Seattle,WA,98118,5719,KING,47.51633,-122.2689,12/20/2005,09/23/2008
916321,860483,Speed E Mart  ,Convenience Store,9625,Renton Ave S, ,Seattle,WA,98118,5719,KING,47.51633,-122.2689,08/29/2008,01/31/2012
916322,869411,SPEED E MART  ,Convenience Store,6061,Martin Luther King Jr Way S, ,Seattle,WA,98118,3141,KING,47.54665,-122.286,11/07/2008,07/10/2011
916323,1037068,Speed E Mart  ,Convenience Store,9625,Renton Ave S, ,Seattle,WA,98118,5719,KING,47.51633,-122.2689,03/20/2012, 
916324,615753,SPEED-E-MART  ,Convenience Store,9625,Renton Ave S, ,Seattle,WA,98118,5719,KING,0.0,0.0,09/09/1998,06/30/2002
916325,721576,SPEED-E-MART  ,Convenience Store,6061,Martin Luther King Jr Way S, ,Seattle,WA,98118,3141,KING,0.0,0.0,01/28/2003,12/13/2004
916326,738068,Speed-E-Mart  ,Convenience Store,6061,Ml King Jr Way S, ,Seattle,WA,98118,3141,KING,47.54641,-122.2859,01/07/2005,09/19/2006
916327,242111,SPEED-E-MART #2  ,Convenience Store,6061,Ml King Jr Way S, ,Seattle,WA,98118,3141,KING,0.0,0.0,09/29/1998,12/17/2002
916330,974417,Spot Smoke & Beer  ,Convenience Store,526,1st Ave N, ,Seattle,WA,98109,4522,KING,47.62356,-122.3553,11/30/2010,09/06/2011
916332,961855,Springroll House Deli  ,Convenience Store,1221,S Main St,Ste 104,Seattle,WA,98144,2089,KING,47.59998,-122.3163,08/27/2010,08/31/2015
916333,357827,SPROUT GARDEN  ,Fruits/Veg Specialty,2119,Rainier Ave S, ,Seattle,WA,98144,4639,KING,0.0,0.0,07/11/2000,04/01/2003
916334,1402124,Sprouts Farmers Market 457,Supermarket,13010,Aurora Ave N, ,Seattle,WA,98133,7507,KING,47.72374,-122.3449,04/02/2020, 
916337,1074415,Stadium Market  ,Convenience Store,4359,Roosevelt Way NE, ,Seattle,WA,98105,4717,KING,47.66096,-122.3178,10/10/2012, 
916338,771344,STADIUM MARKET UNIVERSITY  ,Convenience Store,4359,Roosevelt Way NE, ,Seattle,WA,98105,4717,KING,47.66096,-122.3178,04/18/2006,09/23/2012
916343,596134,STEVENS BP  ,Convenience Store,12911,Ml King Jr Way, ,Seattle,WA,98178,4611,KING,0.0,0.0,01/04/1999,06/04/2000
916344,531416,STEWART MARKET  ,Convenience Store,1812,8th Ave, ,Seattle,WA,98101,1310,KING,0.0,0.0,04/01/1999,11/28/2000
916345,346446,STEWART STREET MARKET  ,Convenience Store,1812,8th Ave, ,Seattle,WA,98101,1310,KING,0.0,0.0,11/14/1997,01/31/1999
